Fecha;CodigoPais;Sucursal;Finance_Fleet;Ops_Fleet;OnRent_
7/12/19;ES;REU;203;173;132
7/12/19;PT;OP5;614;533;517
7/12/19;FR;NC5;321;292;265
7/12/19;IT;CIA;373;348;325
7/12/19;ES;LPA;1485;1455;1360
7/12/19;ES;MAH;16;0;0
7/12/19;ES;LEI;290;262;172
7/12/19;ES;CEN;16;0;0
7/12/19;FR;MRS;571;475;341
7/12/19;ES;IB5;134;105;70
7/12/19;ES;SDR;96;91;79
7/12/19;HR;ZAG;149;98;58
7/12/19;HR;DBV;52;43;7
7/12/19;ES;PPM;38;34;31
7/12/19;FR;CDG;245;186;164
7/12/19;FR;LYS;142;132;86
7/12/19;ES;AGP;2863;2584;2200
7/12/19;ES;MAT;67;59;45
7/12/19;IT;LIN;224;210;182
7/12/19;ES;GRX;185;173;151
7/12/19;ES;FUE;877;851;633
7/12/19;PT;OPO;723;633;588
7/12/19;IT;BRI;289;260;196
7/12/19;IT;PMO;355;334;217
7/12/19;ES;OVD;129;121;113
7/12/19;ES;BCN;1695;1531;1365
7/12/19;IT;PM5;77;77;77
7/12/19;ES;MAD;1143;1002;909
7/12/19;NZ;CHC;19;17;5
7/12/19;IT;FCO;801;747;702
7/12/19;GR;ZTH;1;0;0
8/12/19;GR;ATH;384;312;215
8/12/19;ES;LEI;290;258;155
8/12/19;GR;JTR;31;26;3
8/12/19;IT;VR5;93;90;70
8/12/19;GR;CHQ;2;0;0
8/12/19;TR;AYT;289;280;135
8/12/19;IT;PM5;66;66;63
8/12/19;IT;ROM;125;124;111
8/12/19;ES;ACE;811;793;624
8/12/19;IT;BLQ;273;235;187
8/12/19;FR;MLH;157;139;104
8/12/19;IT;FLR;163;150;119
8/12/19;IT;CTA;620;534;265
8/12/19;PT;OPO;725;621;527
8/12/19;ES;AB3;557;49;0
8/12/19;IT;PSA;312;288;227
8/12/19;TR;IST;201;188;115
8/12/19;PT;LIS;1365;1186;1028
8/12/19;ES;TFS;1069;1025;927
8/12/19;ES;PPM;38;34;31
8/12/19;PT;PDL;165;130;85
8/12/19;ES;IB5;134;94;50
8/12/19;IT;BRI;289;260;172
8/12/19;TR;ADB;205;186;105
8/12/19;ES;GRO;378;318;225
8/12/19;FR;MRS;571;469;299
8/12/19;IT;MX5;142;142;142
8/12/19;ES;FUE;877;851;573
8/12/19;IT;BD5;108;104;74
8/12/19;ES;ALT;41;37;31
8/12/19;ES;XRY;260;240;191
8/12/19;IT;FC5;86;86;86
8/12/19;TR;SAW;213;195;141
8/12/19;IT;CT5;96;94;94
8/12/19;FR;LYS;144;134;84
8/12/19;GR;SKG;119;104;68
8/12/19;ES;IBZ;566;382;317
8/12/19;HR;SPU;66;38;17
8/12/19;FR;ORY;263;194;177
8/12/19;PT;FAO;951;762;565
8/12/19;ES;BIO;193;182;110
8/12/19;IT;OLB;149;83;57
8/12/19;IT;TSF;106;100;72
8/12/19;IT;BGY;512;466;396
8/12/19;ES;SCQ;190;143;116
8/12/19;PT;OP5;611;521;476
8/12/19;TR;ESB;87;78;57
8/12/19;HR;DBV;52;43;4
8/12/19;ES;SVT;53;50;39
8/12/19;HR;ZAG;150;99;53
8/12/19;IT;SUF;149;133;105
8/12/19;ES;MAT;71;63;45
8/12/19;ES;ADE;51;45;40
8/12/19;GR;RH1;2;0;0
8/12/19;IT;AHO;71;51;37
8/12/19;IT;MXP;569;498;450
8/12/19;ES;SVQ;772;708;580
8/12/19;GR;EFL;3;0;0
8/12/19;ES;XSP;39;39;29
8/12/19;ES;VLT;108;97;88
8/12/19;ES;TF5;666;647;445
8/12/19;FR;NCE;802;614;456
8/12/19;IT;BDS;174;158;114
8/12/19;FR;BIQ;145;137;59
8/12/19;IT;VRN;111;101;76
8/12/19;IT;BL5;29;29;29
8/12/19;ES;MAH;16;0;0
8/12/19;ES;PMI;2298;1293;946
8/12/19;IT;LIN;223;209;166
8/12/19;ES;AGT;75;75;59
8/12/19;PT;FNC;374;349;226
8/12/19;GR;HER;12;0;0
8/12/19;IT;CIA;380;354;312
8/12/19;ES;CDT;19;19;10
8/12/19;FR;MPL;3;0;0
8/12/19;ES;QRL;39;38;35
8/12/19;ES;REU;203;173;132
8/12/19;ES;VLC;807;665;545
8/12/19;IT;CAG;425;214;183
8/12/19;ES;LPA;1485;1455;1182
8/12/19;FR;NC5;336;306;231
8/12/19;ES;ALC;4134;3645;2001
8/12/19;ES;AGP;2873;2577;1965
8/12/19;ES;CEN;16;0;0
8/12/19;ES;OVD;129;114;91
8/12/19;GB;EDI;295;252;123
8/12/19;PT;LI5;532;436;361
8/12/19;ES;SDR;96;86;64
8/12/19;GR;ZTH;1;0;0
8/12/19;IT;VCE;180;170;123
8/12/19;NZ;CHC;19;17;5
8/12/19;ES;RMU;718;603;475
8/12/19;FR;TLS;488;428;279
8/12/19;PT;TER;70;68;30
8/12/19;ES;BCT;96;94;37
8/12/19;IT;PMO;365;345;191
8/12/19;ES;GIB;123;112;87
8/12/19;ES;MAD;1144;993;847
8/12/19;ES;TFN;546;523;377
8/12/19;ES;GRX;186;174;149
8/12/19;FR;CDG;242;181;150
8/12/19;ES;BCN;1694;1507;1040
8/12/19;TR;BJV;89;86;37
8/12/19;NZ;AKL;64;59;9
8/12/19;IT;FCO;799;745;665
8/12/19;FR;BOD;461;429;237
8/12/19;IT;CI5;18;18;18
9/12/19;GR;EFL;3;0;0
9/12/19;ES;XSP;39;39;28
9/12/19;ES;REU;203;172;131
9/12/19;ES;LEI;284;256;133
9/12/19;IT;CIA;376;349;289
9/12/19;IT;CTA;622;537;240
9/12/19;NZ;CHC;19;17;5
9/12/19;ES;IBZ;561;357;258
9/12/19;ES;QRL;41;38;30
9/12/19;PT;OP5;613;537;419
9/12/19;ES;PMI;2227;1296;773
9/12/19;ES;PPM;37;33;29
9/12/19;HR;ZAG;150;99;53
9/12/19;HR;DBV;52;43;4
9/12/19;GR;CHQ;2;0;0
9/12/19;ES;FUE;876;847;522
9/12/19;PT;OPO;736;647;479
9/12/19;IT;BRI;290;259;137
9/12/19;ES;GRO;377;318;222
9/12/19;IT;MX5;116;116;116
9/12/19;IT;BDS;173;159;108
9/12/19;IT;CT5;94;92;92
9/12/19;FR;MRS;555;449;299
9/12/19;IT;ROM;125;122;101
9/12/19;ES;XRY;258;234;165
9/12/19;FR;LYS;144;131;104
9/12/19;GR;SKG;110;102;60
9/12/19;FR;BOD;454;421;246
9/12/19;FR;ORY;254;193;171
9/12/19;ES;BIO;192;177;82
9/12/19;HR;SPU;66;38;16
9/12/19;IT;PMO;366;348;167
9/12/19;ES;SVT;39;35;22
9/12/19;TR;AYT;289;280;122
9/12/19;IT;BGY;509;472;362
9/12/19;IT;FC5;83;83;83
9/12/19;TR;SAW;213;197;133
9/12/19;GR;JTR;31;26;3
9/12/19;ES;ALT;28;27;18
9/12/19;IT;OLB;148;83;54
9/12/19;ES;MAT;71;62;39
9/12/19;PT;FAO;944;732;507
9/12/19;ES;IB5;134;81;37
9/12/19;PT;PDL;165;128;71
9/12/19;IT;PM5;65;65;62
9/12/19;ES;VLT;102;88;72
9/12/19;IT;BLQ;269;235;196
9/12/19;FR;MLH;155;136;109
9/12/19;ES;ACE;810;794;556
9/12/19;ES;AB3;581;50;0
9/12/19;IT;BD5;109;104;78
9/12/19;ES;MAH;16;0;0
9/12/19;IT;BL5;32;32;32
9/12/19;PT;LIS;1362;1159;935
9/12/19;ES;CDT;20;20;12
9/12/19;TR;IST;202;185;115
9/12/19;ES;LPA;1483;1440;1059
9/12/19;ES;GIB;125;111;85
9/12/19;FR;NC5;327;295;161
9/12/19;ES;AGT;56;56;41
9/12/19;ES;RMU;718;597;461
9/12/19;IT;VRN;111;101;72
9/12/19;ES;VLC;804;643;499
9/12/19;ES;AGP;2869;2575;1695
9/12/19;ES;SDR;96;81;54
9/12/19;ES;TFS;1071;1029;894
9/12/19;PT;TER;70;65;17
9/12/19;ES;CEN;16;0;0
9/12/19;TR;ADB;203;185;100
9/12/19;FR;TLS;470;426;316
9/12/19;PT;FNC;374;341;207
9/12/19;GR;HER;12;0;0
9/12/19;IT;FCO;794;747;631
9/12/19;TR;BJV;89;86;37
9/12/19;GB;EDI;295;225;109
9/12/19;IT;FLR;162;150;111
9/12/19;ES;TFN;544;524;298
9/12/19;GR;ATH;374;314;202
9/12/19;TR;ESB;88;79;56
9/12/19;ES;MAD;1125;981;662
9/12/19;ES;GRX;187;173;113
9/12/19;ES;BCN;1690;1473;900
9/12/19;NZ;AKL;64;59;13
9/12/19;PT;LI5;501;432;339
9/12/19;IT;CI5;20;20;20
9/12/19;IT;PSA;308;288;203
9/12/19;IT;TSF;101;96;72
9/12/19;ES;SCQ;178;137;90
9/12/19;IT;CAG;417;210;166
9/12/19;ES;ADE;47;44;37
9/12/19;FR;CDG;241;178;157
9/12/19;ES;BCT;94;93;35
9/12/19;IT;LIN;223;208;153
9/12/19;IT;MXP;585;518;434
9/12/19;IT;SUF;149;135;100
9/12/19;FR;BIQ;146;141;66
9/12/19;GR;RH1;2;0;0
9/12/19;ES;OVD;131;109;59
9/12/19;FR;NCE;775;613;465
9/12/19;FR;MPL;3;0;0
9/12/19;GR;ZTH;1;0;0
9/12/19;IT;VCE;180;172;131
9/12/19;ES;SVQ;785;695;473
9/12/19;IT;VR5;94;91;70
9/12/19;ES;ALC;4072;3641;1871
9/12/19;IT;AHO;71;51;37
9/12/19;ES;TF5;666;648;418
10/12/19;NZ;AKL;64;59;15
10/12/19;ES;IBZ;561;354;255
10/12/19;IT;BRI;290;258;132
10/12/19;ES;PPM;39;34;29
10/12/19;GR;ZTH;1;0;0
10/12/19;ES;GRO;377;322;207
10/12/19;FR;MRS;542;445;308
10/12/19;PT;OPO;759;662;476
10/12/19;ES;FUE;877;853;522
10/12/19;ES;GRX;187;174;104
10/12/19;ES;IB5;134;82;38
10/12/19;NZ;CHC;19;17;8
10/12/19;FR;BOD;447;422;254
10/12/19;FR;ORY;257;195;164
10/12/19;GR;JTR;31;27;4
10/12/19;ES;MAD;1126;987;640
10/12/19;IT;PMO;375;357;148
10/12/19;IT;OLB;136;84;51
10/12/19;GR;SKG;110;102;52
10/12/19;FR;LYS;142;131;105
10/12/19;ES;ALT;26;26;18
10/12/19;FR;CDG;239;175;158
10/12/19;IT;BGY;506;471;369
10/12/19;HR;DBV;52;43;3
10/12/19;TR;SAW;213;198;135
10/12/19;HR;ZAG;150;97;58
10/12/19;ES;MAT;66;63;40
10/12/19;PT;OP5;604;526;398
10/12/19;ES;VLT;98;84;72
10/12/19;FR;NCE;775;635;453
10/12/19;GR;CHQ;2;0;0
10/12/19;ES;ACE;809;799;539
10/12/19;IT;ROM;125;123;97
10/12/19;ES;MAH;16;0;0
10/12/19;IT;BLQ;266;234;203
10/12/19;IT;CIA;374;348;301
10/12/19;ES;AB3;573;50;0
10/12/19;FR;MLH;155;136;101
10/12/19;PT;LI5;502;433;341
10/12/19;ES;ALC;4075;3660;1833
10/12/19;IT;AHO;64;53;38
10/12/19;IT;PM5;55;55;51
10/12/19;ES;QRL;41;38;29
10/12/19;ES;REU;198;169;115
10/12/19;ES;LEI;285;261;128
10/12/19;FR;NC5;306;275;149
10/12/19;ES;PMI;2224;1295;786
10/12/19;TR;AYT;289;281;128
10/12/19;PT;FAO;944;720;485
10/12/19;IT;BDS;172;159;104
10/12/19;ES;AGP;2870;2604;1619
10/12/19;ES;TFS;1068;1027;864
10/12/19;ES;BCN;1696;1495;932
10/12/19;ES;SDR;96;80;43
10/12/19;ES;BCT;94;91;42
10/12/19;PT;FNC;374;339;213
10/12/19;IT;SUF;149;135;100
10/12/19;IT;CI5;20;20;20
10/12/19;PT;LIS;1389;1179;907
10/12/19;IT;MX5;117;117;117
10/12/19;ES;XRY;257;231;151
10/12/19;ES;CEN;16;0;0
10/12/19;IT;FCO;793;753;640
10/12/19;TR;ADB;203;186;97
10/12/19;IT;CT5;92;90;90
10/12/19;TR;BJV;89;86;38
10/12/19;GB;EDI;291;219;110
10/12/19;ES;BIO;192;172;75
10/12/19;ES;RMU;715;579;424
10/12/19;IT;FC5;82;82;82
10/12/19;ES;OVD;131;107;51
10/12/19;ES;GIB;126;111;76
10/12/19;TR;ESB;88;79;54
10/12/19;ES;TFN;547;530;263
10/12/19;FR;TLS;465;430;337
10/12/19;ES;SVT;36;33;24
10/12/19;GR;RH1;2;0;0
10/12/19;GR;ATH;374;313;206
10/12/19;IT;LIN;223;209;162
10/12/19;IT;VCE;180;170;133
10/12/19;HR;SPU;66;39;17
10/12/19;IT;BD5;109;105;76
10/12/19;IT;TSF;102;98;75
10/12/19;ES;SCQ;177;134;77
10/12/19;IT;MXP;586;520;440
10/12/19;ES;SVQ;794;715;451
10/12/19;PT;TER;70;64;21
10/12/19;ES;XSP;39;39;23
10/12/19;IT;FLR;162;148;110
10/12/19;FR;BIQ;147;142;63
10/12/19;PT;PDL;165;129;59
10/12/19;FR;MPL;3;0;0
10/12/19;IT;CTA;626;545;220
10/12/19;ES;TF5;666;652;405
10/12/19;GR;HER;12;0;0
10/12/19;IT;CAG;308;208;163
10/12/19;IT;VR5;91;88;70
10/12/19;IT;BL5;34;34;34
10/12/19;ES;AGT;54;54;27
10/12/19;GR;EFL;3;0;0
10/12/19;ES;VLC;806;637;485
10/12/19;ES;LPA;1483;1450;1022
10/12/19;ES;CDT;20;19;5
10/12/19;IT;VRN;110;102;73
10/12/19;ES;ADE;47;45;37
10/12/19;TR;IST;202;189;118
10/12/19;IT;PSA;306;290;196
11/12/19;ES;AGT;53;53;27
11/12/19;ES;GRO;369;323;198
11/12/19;TR;ADB;203;187;100
11/12/19;ES;GRX;190;178;106
11/12/19;ES;TF5;664;649;397
11/12/19;FR;BOD;447;421;262
11/12/19;ES;OVD;131;108;54
11/12/19;FR;NCE;784;641;443
11/12/19;ES;IB5;134;83;39
11/12/19;IT;LIN;222;210;153
11/12/19;IT;PMO;383;365;141
11/12/19;GR;ZTH;1;0;0
11/12/19;FR;ORY;258;198;170
11/12/19;ES;MAD;1094;982;641
11/12/19;ES;BCN;1682;1510;945
11/12/19;ES;SVQ;806;737;459
11/12/19;NZ;AKL;64;59;20
11/12/19;ES;VLT;96;82;70
11/12/19;FR;CDG;241;174;152
11/12/19;ES;MAH;16;0;0
11/12/19;PT;OP5;604;518;380
11/12/19;ES;MAT;67;63;43
11/12/19;FR;MPL;3;0;0
11/12/19;IT;AHO;65;54;39
11/12/19;ES;ALC;4012;3639;1825
11/12/19;PT;LI5;503;430;338
11/12/19;IT;PM5;46;46;45
11/12/19;TR;AYT;289;283;131
11/12/19;ES;AB3;585;50;0
11/12/19;IT;CAG;306;209;158
11/12/19;ES;LEI;282;259;138
11/12/19;ES;REU;198;168;120
11/12/19;GR;HER;12;0;0
11/12/19;ES;LPA;1483;1452;1018
11/12/19;ES;QRL;39;39;29
11/12/19;IT;BDS;173;160;109
11/12/19;ES;GIB;125;115;80
11/12/19;ES;SDR;96;80;44
11/12/19;PT;TER;70;65;29
11/12/19;FR;LYS;141;130;106
11/12/19;NZ;CHC;19;18;13
11/12/19;ES;IBZ;561;358;250
11/12/19;ES;PMI;2052;1294;767
11/12/19;ES;PPM;35;33;28
11/12/19;IT;BL5;34;34;34
11/12/19;IT;CIA;373;348;295
11/12/19;ES;FUE;877;853;501
11/12/19;HR;ZAG;150;98;63
11/12/19;ES;CDT;20;19;5
11/12/19;FR;NC5;299;272;150
11/12/19;FR;MRS;542;444;337
11/12/19;PT;OPO;762;663;478
11/12/19;HR;DBV;52;43;4
11/12/19;IT;FCO;787;746;644
11/12/19;IT;BRI;286;260;135
11/12/19;GB;EDI;259;186;107
11/12/19;TR;BJV;88;86;36
11/12/19;IT;VR5;90;87;67
11/12/19;ES;SVT;36;33;23
11/12/19;GR;RH1;2;0;0
11/12/19;GR;ATH;374;312;203
11/12/19;IT;BLQ;266;233;195
11/12/19;IT;BGY;500;462;366
11/12/19;IT;FC5;83;83;83
11/12/19;IT;SUF;149;135;89
11/12/19;GR;JTR;31;27;7
11/12/19;ES;BIO;192;172;69
11/12/19;GR;SKG;110;101;49
11/12/19;IT;VCE;181;168;135
11/12/19;PT;FAO;945;704;496
11/12/19;TR;ESB;88;81;60
11/12/19;ES;SCQ;177;135;78
11/12/19;IT;BD5;109;106;74
11/12/19;ES;ALT;26;26;15
11/12/19;TR;SAW;213;197;138
11/12/19;IT;OLB;134;84;51
11/12/19;IT;MXP;585;515;454
11/12/19;IT;CTA;622;544;205
11/12/19;IT;FLR;162;147;106
11/12/19;IT;CI5;21;21;21
11/12/19;FR;BIQ;147;142;68
11/12/19;IT;TSF;107;103;87
11/12/19;FR;MLH;156;136;104
11/12/19;HR;SPU;66;38;18
11/12/19;ES;ACE;809;796;522
11/12/19;ES;BCT;91;91;36
11/12/19;ES;XSP;39;39;25
11/12/19;PT;PDL;165;132;53
11/12/19;IT;PSA;305;286;195
11/12/19;ES;TFN;545;528;260
11/12/19;ES;ADE;54;52;40
11/12/19;GR;EFL;3;0;0
11/12/19;FR;TLS;462;428;341
11/12/19;GR;CHQ;2;0;0
11/12/19;ES;XRY;257;228;154
11/12/19;ES;RMU;714;569;410
11/12/19;ES;AGP;2833;2586;1581
11/12/19;ES;TFS;1072;1031;865
11/12/19;IT;VRN;111;103;73
11/12/19;TR;IST;203;193;123
11/12/19;ES;VLC;768;633;487
11/12/19;IT;ROM;123;120;97
11/12/19;PT;LIS;1424;1193;898
11/12/19;IT;CT5;97;95;95
11/12/19;PT;FNC;374;343;218
11/12/19;IT;MX5;117;117;117
11/12/19;ES;CEN;15;0;0
12/12/19;GB;EDI;259;173;98
12/12/19;IT;VRN;111;103;76
12/12/19;FR;BOD;447;423;249
12/12/19;IT;CIA;372;348;298
12/12/19;GR;ZTH;1;0;0
12/12/19;ES;BCN;1665;1525;963
12/12/19;IT;BL5;35;35;35
12/12/19;IT;CAG;300;209;172
12/12/19;ES;IB5;134;84;39
12/12/19;ES;BCT;92;91;33
12/12/19;ES;OVD;129;104;62
12/12/19;ES;TF5;663;647;414
12/12/19;ES;MAD;1085;988;673
12/12/19;FR;NCE;759;626;418
12/12/19;PT;LI5;500;433;353
12/12/19;ES;AGP;2786;2579;1649
12/12/19;PT;TER;70;65;22
12/12/19;ES;SVQ;799;726;491
12/12/19;IT;BDS;173;160;108
12/12/19;IT;AHO;61;54;42
12/12/19;ES;MAT;67;63;37
12/12/19;IT;MXP;587;518;470
12/12/19;FR;CDG;237;170;147
12/12/19;ES;GRX;186;176;105
12/12/19;GR;RH1;2;0;0
12/12/19;ES;TFN;545;526;280
12/12/19;IT;PMO;380;361;139
12/12/19;ES;ADE;54;52;42
12/12/19;IT;FCO;782;741;664
12/12/19;ES;LPA;1483;1450;1064
12/12/19;ES;REU;189;165;120
12/12/19;FR;NC5;306;282;161
12/12/19;PT;FNC;374;342;203
12/12/19;NZ;CHC;19;18;13
12/12/19;ES;CDT;21;20;6
12/12/19;TR;BJV;88;86;36
12/12/19;ES;SDR;96;80;43
12/12/19;FR;MPL;3;0;0
12/12/19;ES;XSP;39;39;27
12/12/19;ES;MAH;16;0;0
12/12/19;ES;VLT;91;78;66
12/12/19;GR;HER;12;0;0
12/12/19;ES;ALC;3988;3640;1828
12/12/19;NZ;AKL;73;68;21
12/12/19;ES;CEN;15;0;0
12/12/19;ES;RMU;683;572;404
12/12/19;IT;LIN;224;213;166
12/12/19;ES;GIB;125;114;83
12/12/19;FR;TLS;460;429;305
12/12/19;IT;VCE;179;165;140
12/12/19;ES;QRL;40;40;31
12/12/19;ES;AGT;53;53;30
12/12/19;ES;PMI;1850;1299;788
12/12/19;ES;BIO;193;172;68
12/12/19;IT;CTA;620;543;213
12/12/19;ES;PPM;33;31;27
12/12/19;PT;OP5;554;475;383
12/12/19;ES;SCQ;177;134;83
12/12/19;FR;ORY;253;198;175
12/12/19;PT;FAO;926;700;531
12/12/19;FR;LYS;141;131;101
12/12/19;TR;AYT;289;284;137
12/12/19;IT;PSA;303;285;199
12/12/19;IT;FLR;163;149;95
12/12/19;GR;SKG;110;101;49
12/12/19;ES;TFS;1073;1037;859
12/12/19;GR;EFL;3;0;0
12/12/19;IT;BLQ;260;231;189
12/12/19;ES;AB3;541;50;0
12/12/19;IT;PM5;49;49;48
12/12/19;GR;ATH;371;311;196
12/12/19;ES;ALT;26;26;18
12/12/19;TR;IST;203;191;136
12/12/19;IT;ROM;123;120;101
12/12/19;GR;JTR;31;27;8
12/12/19;ES;SVT;39;36;25
12/12/19;IT;OLB;135;85;51
12/12/19;ES;GRO;369;324;212
12/12/19;HR;SPU;66;39;18
12/12/19;GR;CHQ;2;0;0
12/12/19;IT;TSF;113;110;88
12/12/19;FR;MRS;534;445;316
12/12/19;ES;LEI;284;262;139
12/12/19;ES;VLC;755;628;506
12/12/19;TR;ESB;88;80;53
12/12/19;IT;CI5;26;26;26
12/12/19;IT;CT5;99;97;97
12/12/19;PT;LIS;1403;1198;904
12/12/19;PT;PDL;152;134;56
12/12/19;ES;ACE;807;796;507
12/12/19;IT;BRI;285;260;144
12/12/19;ES;XRY;259;230;165
12/12/19;TR;ADB;203;186;102
12/12/19;PT;OPO;797;717;538
12/12/19;FR;MLH;155;135;98
12/12/19;HR;DBV;52;43;5
12/12/19;IT;VR5;90;88;64
12/12/19;HR;ZAG;150;98;63
12/12/19;FR;BIQ;148;143;69
12/12/19;IT;MX5;119;119;119
12/12/19;IT;BD5;109;105;69
12/12/19;TR;SAW;213;200;152
12/12/19;ES;IBZ;561;357;250
12/12/19;IT;BGY;495;456;359
12/12/19;ES;FUE;878;855;513
12/12/19;IT;SUF;148;134;93
12/12/19;IT;FC5;83;83;83
13/12/19;ES;BCT;93;93;49
13/12/19;FR;BIQ;148;134;67
13/12/19;GR;EFL;3;0;0
13/12/19;PT;TER;70;65;27
13/12/19;ES;ALC;3915;3657;1890
13/12/19;ES;XSP;39;39;24
13/12/19;IT;BL5;30;30;30
13/12/19;TR;IST;202;190;144
13/12/19;PT;FNC;357;341;213
13/12/19;ES;TF5;662;647;417
13/12/19;ES;VLC;735;659;533
13/12/19;TR;BJV;88;86;39
13/12/19;IT;VRN;110;103;75
13/12/19;GR;RH1;2;0;0
13/12/19;ES;ADE;53;52;43
13/12/19;IT;FCO;783;744;690
13/12/19;NZ;AKL;64;59;26
13/12/19;ES;SVQ;789;718;532
13/12/19;FR;NCE;695;569;442
13/12/19;PT;LIS;1377;1185;932
13/12/19;GR;HER;12;0;0
13/12/19;FR;MPL;3;0;0
13/12/19;ES;AGT;53;53;32
13/12/19;IT;VCE;179;168;143
13/12/19;ES;CDT;21;20;11
13/12/19;ES;GIB;125;115;91
13/12/19;IT;CI5;25;25;25
13/12/19;IT;AHO;63;54;52
13/12/19;FR;TLS;458;428;289
13/12/19;IT;SUF;148;135;108
13/12/19;ES;RMU;680;566;405
13/12/19;IT;LIN;224;212;176
13/12/19;GR;ATH;369;308;207
13/12/19;TR;ESB;88;79;66
13/12/19;ES;GRX;188;179;113
13/12/19;ES;SCQ;177;135;103
13/12/19;IT;MXP;573;512;458
13/12/19;GB;EDI;257;174;84
13/12/19;ES;TFS;1072;1036;900
13/12/19;ES;AGP;2737;2576;1697
13/12/19;PT;LI5;506;435;354
13/12/19;ES;LPA;1483;1463;1116
13/12/19;FR;NC5;369;344;225
13/12/19;IT;CAG;299;208;161
13/12/19;GR;ZTH;1;0;0
13/12/19;ES;BCN;1664;1533;1067
13/12/19;ES;CEN;15;0;0
13/12/19;IT;PSA;298;286;197
13/12/19;ES;TFN;547;525;331
13/12/19;IT;FLR;163;150;99
13/12/19;ES;OVD;129;115;76
13/12/19;FR;CDG;232;163;131
13/12/19;ES;MAD;1074;980;687
13/12/19;ES;SDR;99;84;52
13/12/19;IT;CIA;372;351;304
13/12/19;IT;BDS;171;159;113
13/12/19;PT;OPO;824;748;587
13/12/19;ES;VLT;88;82;63
13/12/19;ES;AB3;448;50;0
13/12/19;FR;MLH;156;136;95
13/12/19;IT;ROM;123;120;101
13/12/19;ES;MAT;68;63;41
13/12/19;TR;AYT;290;284;144
13/12/19;TR;SAW;214;202;168
13/12/19;ES;QRL;40;39;29
13/12/19;ES;ALT;26;26;17
13/12/19;ES;BIO;197;179;82
13/12/19;GR;JTR;31;26;6
13/12/19;IT;CT5;105;103;103
13/12/19;ES;SVT;49;46;30
13/12/19;NZ;CHC;19;18;14
13/12/19;FR;BOD;445;426;274
13/12/19;IT;MX5;128;128;128
13/12/19;GR;CHQ;2;0;0
13/12/19;HR;ZAG;152;101;67
13/12/19;ES;LEI;276;257;142
13/12/19;HR;DBV;52;43;8
13/12/19;ES;PMI;1806;1297;842
13/12/19;ES;ACE;807;795;534
13/12/19;IT;BRI;285;258;161
13/12/19;ES;MAH;16;0;0
13/12/19;FR;LYS;143;131;93
13/12/19;IT;PM5;57;57;51
13/12/19;GR;SKG;110;99;55
13/12/19;IT;BGY;483;450;395
13/12/19;IT;TSF;112;109;92
13/12/19;IT;BD5;109;105;67
13/12/19;HR;SPU;64;37;20
13/12/19;IT;OLB;134;84;49
13/12/19;PT;PDL;152;134;70
13/12/19;IT;FC5;83;83;83
13/12/19;ES;IBZ;561;354;267
13/12/19;PT;OP5;529;452;397
13/12/19;ES;XRY;251;228;166
13/12/19;IT;CTA;617;541;233
13/12/19;ES;REU;189;167;121
13/12/19;FR;MRS;532;443;316
13/12/19;IT;BLQ;260;237;192
13/12/19;ES;GRO;363;319;209
13/12/19;ES;IB5;134;84;42
13/12/19;TR;ADB;202;186;115
13/12/19;IT;PMO;369;348;157
13/12/19;PT;FAO;898;699;581
13/12/19;ES;PPM;34;31;25
13/12/19;FR;ORY;253;197;164
13/12/19;IT;VR5;91;89;66
13/12/19;ES;FUE;878;855;534
14/12/19;TR;ESB;88;82;61
14/12/19;ES;CEN;15;0;0
14/12/19;IT;MXP;565;502;428
14/12/19;GR;HER;12;0;0
14/12/19;TR;BJV;89;87;41
14/12/19;FR;BIQ;149;135;75
14/12/19;IT;BL5;26;26;26
14/12/19;PT;TER;70;65;36
14/12/19;IT;VRN;108;101;72
14/12/19;FR;MPL;3;0;0
14/12/19;ES;AGT;52;52;33
14/12/19;IT;CT5;94;92;92
14/12/19;ES;CDT;21;20;13
14/12/19;PT;FNC;357;340;223
14/12/19;IT;CTA;629;552;224
14/12/19;IT;MX5;133;133;133
14/12/19;PT;LIS;1370;1175;969
14/12/19;ES;LPA;1483;1456;1140
14/12/19;FR;TLS;460;430;278
14/12/19;ES;SDR;97;82;49
14/12/19;ES;RMU;678;554;381
14/12/19;ES;XRY;254;231;163
14/12/19;ES;VLC;737;659;531
14/12/19;ES;GIB;124;115;99
14/12/19;ES;TFS;1072;1033;921
14/12/19;ES;AGP;2728;2561;1715
14/12/19;ES;BIO;198;178;95
14/12/19;IT;SUF;148;135;106
14/12/19;IT;FC5;83;83;83
14/12/19;IT;TSF;112;109;94
14/12/19;GR;RH1;2;0;0
14/12/19;ES;SVT;49;46;33
14/12/19;IT;FCO;784;745;683
14/12/19;GR;ATH;369;306;221
14/12/19;ES;SVQ;793;719;527
14/12/19;GB;EDI;257;172;76
14/12/19;ES;BCN;1664;1527;1092
14/12/19;ES;BCT;93;92;63
14/12/19;ES;XSP;40;40;26
14/12/19;ES;OVD;131;116;80
14/12/19;IT;CI5;25;25;25
14/12/19;ES;TFN;549;526;373
14/12/19;IT;VR5;91;89;68
14/12/19;GR;EFL;3;0;0
14/12/19;IT;CAG;298;207;176
14/12/19;ES;ADE;53;52;41
14/12/19;PT;PDL;152;134;70
14/12/19;TR;IST;201;192;145
14/12/19;IT;FLR;163;150;99
14/12/19;IT;PSA;298;284;195
14/12/19;FR;NCE;703;570;452
14/12/19;IT;VCE;181;170;143
